Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
[Documentación] Crear proceso de mapa global,IN-173,10731,Task,Awaiting Feedback,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,19/Apr/26 8:12 PM,22/Apr/26 6:49 PM,22/Apr/26 6:49 PM,,,0,[https://inclusionic.atlassian.net/wiki/spaces/InclusiON/pages/6684673/00+-+Mapa+Global+de+Procesos+del+Sistema+InclusiON|https://inclusionic.atlassian.net/wiki/spaces/InclusiON/pages/6684673/00+-+Mapa+Global+de+Procesos+del+Sistema+InclusiON|smart-link] ,,Fernando Aparicio,,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,,,,,,,,,,,,,0|i0010n:,Tablero Sprint 6,,,,,,,,,,In Progress,19/Apr/26 8:12 PM
Autorizacion por recurso,IN-172,10698,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,17/Apr/26 10:41 PM,22/Apr/26 9:19 AM,22/Apr/26 9:18 AM,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000wp:,Tablero Sprint 6,,,,,,,10047,IN-3,Configuracion del Sistema,In Progress,20/Apr/26 11:49 AM
[Backend] Migrar a postgres,IN-171,10665,Task,Done,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,Done,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,16/Apr/26 10:22 PM,04/May/26 2:22 PM,07/May/26 6:25 PM,04/May/26 2:22 PM,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i00107:,Tablero Sprint 6,,,,,,,,,,Done,04/May/26 2:22 PM
[Frontend] Revisar accesibilidad en componentes,IN-170,10664,Task,In Progress,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,16/Apr/26 10:19 PM,17/Apr/26 1:36 AM,,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000zz:,Tablero Sprint 6,,,,,,,,,,In Progress,17/Apr/26 1:36 AM
Documentar WBS del proyecto,IN-169,10631,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,16/Apr/26 8:05 PM,16/Apr/26 10:17 PM,16/Apr/26 10:12 PM,,,0,[https://inclusionic.atlassian.net/wiki/spaces/InclusiON/folder/17760267?atlOrigin=eyJpIjoiYjNlMjI2NDY4ODMyNDIwMTgxYTUxOWZlOWZlNWJmMzUiLCJwIjoiYyJ9|https://inclusionic.atlassian.net/wiki/spaces/InclusiON/folder/17760267?atlOrigin=eyJpIjoiYjNlMjI2NDY4ODMyNDIwMTgxYTUxOWZlOWZlNWJmMzUiLCJwIjoiYyJ9|smart-link] ,,Fernando Aparicio,,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,,,,,,,,,,,,,0|i000xp:,Tablero Sprint 6,,,,,,,,,,In Progress,16/Apr/26 10:16 PM
Documentar procesos en Confluence,IN-168,10630,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,16/Apr/26 8:02 PM,16/Apr/26 10:16 PM,16/Apr/26 10:12 PM,,,0,[https://inclusionic.atlassian.net/wiki/spaces/InclusiON/folder/6619137?atlOrigin=eyJpIjoiM2M1YTg1OTFkZTg2NDUxMzk5MGRjZjZmOGVhNzFmZDUiLCJwIjoiYyJ9|https://inclusionic.atlassian.net/wiki/spaces/InclusiON/folder/6619137?atlOrigin=eyJpIjoiM2M1YTg1OTFkZTg2NDUxMzk5MGRjZjZmOGVhNzFmZDUiLCJwIjoiYyJ9|smart-link] ,,Fernando Aparicio,,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,,,,,,,,,,,,,0|i000wt:,Tablero Sprint 6,,,,,,,,,,In Progress,16/Apr/26 10:16 PM
Crear Historias de Usuario para Sprint 1 en Confluece,IN-167,10629,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,16/Apr/26 8:00 PM,16/Apr/26 10:17 PM,16/Apr/26 10:12 PM,,,0,[https://inclusionic.atlassian.net/wiki/spaces/InclusiON/folder/16318465?atlOrigin=eyJpIjoiODlkMmUyZjAzMTk0NDMyNTk1NjhlMjM4MjI4NDhkYzUiLCJwIjoiYyJ9|https://inclusionic.atlassian.net/wiki/spaces/InclusiON/folder/16318465?atlOrigin=eyJpIjoiODlkMmUyZjAzMTk0NDMyNTk1NjhlMjM4MjI4NDhkYzUiLCJwIjoiYyJ9|smart-link] ,,Fernando Aparicio,,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,,,,,,,,,,,,,0|i000xq:,Tablero Sprint 6,,,,,,,,,,In Progress,16/Apr/26 10:16 PM
Crear HU's Sprint 3,IN-166,10596,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,14/Apr/26 6:18 PM,16/Apr/26 10:16 PM,16/Apr/26 10:16 PM,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000wr:,Tablero Sprint 6,,,,,,,,,,In Progress,16/Apr/26 10:16 PM
Crear HU Sprint 2,IN-165,10563,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,12/Apr/26 1:46 AM,16/Apr/26 10:17 PM,14/Apr/26 2:08 PM,,,0,,,Sacha Del Barrio,,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,,,,,,,,,,,,,0|i000xq:i,Tablero Sprint 6,,,,,,,,,,In Progress,16/Apr/26 10:16 PM
Consultar reportes como profesional,IN-164,10530,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,10/Apr/26 8:40 AM,14/Apr/26 2:10 PM,10/Apr/26 8:40 AM,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000zr:,Tablero Sprint 5,,,,,,,,,,In Progress,14/Apr/26 2:10 PM
[Mock] Generar interfaz de alta de actividad,IN-163,10529,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,10/Apr/26 8:36 AM,22/Apr/26 9:19 AM,17/Apr/26 10:40 PM,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i0010f:,Tablero Sprint 6,,,,,,,,,,In Progress,22/Apr/26 9:19 AM
[Frontend] - components - new.component,IN-162,10496,Subtarea,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,10/Apr/26 2:04 AM,10/Apr/26 9:40 PM,,,,0,"h1. Alta de institución — implementación frontend

Implementar el formulario modal de alta de institución en el portal admin (/admin/institutions). El modal permite al Admin Global ingresar nombre, dirección, teléfono y email, y dispara el POST /api/institutions al confirmar.

h2. Archivos a crear:

* src/app/views/admin/institutions/institutions.component.ts
* src/app/views/admin/institutions/institutions.component.html
* src/app/views/admin/institutions/institutions.component.scss
* src/app/services/institutions.service.ts
* src/app/models/requests/create-institution.request.ts
* src/app/models/responses/institution.response.ts

Ruta a registrar en el portal admin:
{
  path: 'institutions',
  loadComponent: () =>
    import('./institutions/institutions.component')
      .then(m => m.InstitutionsComponent),
  canActivate: [authGuard, roleGuard],
  data: { roles: ['Admin'] }
}

Servicio:
@Injectable({ providedIn: 'root' })
export class InstitutionsService {
  private readonly http = inject(HttpClient);
  private readonly config = inject(ConfigService);

  create(body: CreateInstitutionRequest) {
    return this.http.post<InstitutionResponse>(
      {{${this.config.apiUrl}/institutions}}, body
    );
  }
}

h2. Campos del formulario modal:

* Nombre — texto, requerido
* Dirección — texto, requerido
* Teléfono — texto, requerido
* Email — email, requerido

h2. Reglas de accesibilidad:

* Usar variables --a11y-* para todos los colores — nunca valores hardcodeados
* Botones con solo icono deben tener aria-label
* Targets mínimo 44px en perfil low-vision
* Focus visible: outline 3-4px solid

h2. Criterios de aceptación:

* El modal abre desde /admin/institutions con un botón ""Nueva institución""
* Al confirmar, llama a InstitutionsService.create() y cierra el modal
* Muestra feedback de éxito (toaster) o error según la respuesta
* Solo visible para usuarios con rol Admin (protegido por roleGuard)
* Componente standalone — no usar módulos",,Fernando Aparicio,,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,,,,,,,,,,,,,0|i000zb:,Sprint 1 (Config de sistema),,,,,,,10065,IN-21,Registrar institución,To Do,10/Apr/26 2:04 AM
[Backend] - POST - API/Institution,IN-161,10494,Subtarea,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,Fernando Aparicio,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,10/Apr/26 2:00 AM,10/Apr/26 9:40 PM,,,,0,"h1. *Alta de institución — implementación backend*

Implementar el endpoint POST /api/institutions que permite al administrador global registrar una nueva institución educativa. Sigue el flujo CQRS estándar del proyecto: controller → command → handler → repositorio.

h2. *Archivos a crear:*

* InclusiON.Api/Controllers/InstitutionsController.cs
* InclusiON.Application/UseCases/Institutions/Commands/CreateInstitutionCommand.cs
* InclusiON.Application/UseCases/Institutions/Handlers/CreateInstitutionCommandHandler.cs
* InclusiON.Application/Interfaces/Repositories/IInstitutionsRepository.cs
* InclusiON.Infrastructure/Data/Repositories/InstitutionsRepository.cs
* InclusiON.DTOs/Requests/Institutions/CreateInstitutionRequest.cs
* InclusiON.DTOs/Responses/Institutions/InstitutionResponse.cs

*Entidad de dominio:*
Usar la entidad existente EducationalInstitution (ya tiene migración). Verificar que hereda de AuditableBaseEntity y tiene los campos: nombre, dirección, teléfono y email.

*Request DTO:*
public record CreateInstitutionRequest(
    string Name,
    string Address,
    string Phone,
    string Email
);

h2. Notas de implementación:

* El handler se auto-registra por reflexión — no agregar en DI manualmente
* No usar lógica de negocio en el controller, solo delegar al handler
* La entidad EducationalInstitution ya tiene migración; no crear una nueva sin hacer dotnet build primero
* Retornar 201 Created con el recurso creado

h2. Criterios de aceptación:

* POST /api/institutions con body válido retorna 201 y el objeto creado
* La institución queda persistida en la base de datos
* Solo accesible para usuarios con rol Admin Global (JWT)
* Campos obligatorios validados en el request",,Fernando Aparicio,,712020:928ce4a6-7177-46b7-b0cf-1a43fac7c8f7,,,,,,,,,,,,,0|i000z3:,Sprint 1 (Config de sistema),,,,,,,10065,IN-21,Registrar institución,To Do,10/Apr/26 2:00 AM
Investigar mecanismo para notificaciones PUSH,IN-160,10460,Task,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,09/Apr/26 3:49 PM,09/Apr/26 3:52 PM,09/Apr/26 3:49 PM,,,0,"Opciones:

* Firebase 
* One Signal
* SignalR 

Tarea de investigacion, para que al profesional le lleguen notificaciones:

*  cuando tiene un pedido de ayuda
* nuevo mensaje
* alerta de frustracion

{color:#ff5630}*estos tipos de notificaciones son de ejemplo* {color}",,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000yv:,,,,,,,,,,,To Do,09/Apr/26 3:49 PM
[Backend] Implementar generacion de documentos csv/xlsx,IN-159,10459,Task,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,09/Apr/26 3:49 PM,09/Apr/26 3:49 PM,,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000yn:,,,,,,,,,,,To Do,09/Apr/26 3:49 PM
[Backend] Refactorizar RolesController,IN-158,10426,Task,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,06/Apr/26 12:53 PM,06/Apr/26 12:53 PM,07/Apr/26 8:05 PM,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000yf:,,,,,,,,,,,To Do,06/Apr/26 12:53 PM
[Backend] Implementar generacion de PDF,IN-157,10393,Task,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,06/Apr/26 12:14 PM,09/Apr/26 3:52 PM,06/Apr/26 12:53 PM,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000y7:,,,,,,,,,,,To Do,06/Apr/26 12:15 PM
Alta de Reportes,IN-156,10392,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,06/Apr/26 11:33 AM,14/Apr/26 2:10 PM,,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000xz:,Tablero Sprint 5,,,,,,,,,,In Progress,14/Apr/26 2:10 PM
[Frontend] - Consulta de reportes,IN-155,10391,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,06/Apr/26 11:32 AM,14/Apr/26 2:10 PM,,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000xr:,Tablero Sprint 5,,,,,,,,,,In Progress,14/Apr/26 2:10 PM
Implementar canal de sugerencias sobre perfiles de accesibilidad,IN-154,10358,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,03/Apr/26 2:47 PM,06/Apr/26 10:29 AM,06/Apr/26 10:29 AM,,,0,"Quiero que en el perfil de profesional tenga un acceso, a una opcion para agregar  una sugerencia sobre perfiles de accesibilidad, que el administrador va a gestionar esas sugerencias para darlas de alta o descartarlas ",,,,,,,,,,,,,,,,,0|i000x2:,,,,,,,,,,,To Do,03/Apr/26 2:47 PM
Implementar panel de visualización de progreso y reportes para Familiar - Tutor,IN-153,10325,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,01/Apr/26 7:34 PM,06/Apr/26 11:24 AM,06/Apr/26 11:23 AM,,,0,"* *Como* Tutor,
* *Quiero* acceder a un panel donde pueda visualizar el progreso y los reportes de actividades del la persona con discapacidad a mi cargo,
* *Para* hacer un seguimiento continuo de su evolución y acompañar su desarrollo de manera informada.",,,,,,,,,,,,,,,,,0|i000x7:,,,,,,,,,,,To Do,01/Apr/26 7:34 PM
sprint y cuestionario,IN-152,10324,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,01/Apr/26 7:22 PM,16/Apr/26 10:15 PM,,,,0,"armar un cuestionario para insititucion y familia.
armar los sprint en las carpetas",,,,,,,,,,,,,,,,,0|i000xn:,Tablero Sprint 6,,,,,,,,,,In Progress,14/Apr/26 2:11 PM
Tratar con Mauricio los requerimientos,IN-151,10323,Task,In Progress,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,01/Apr/26 7:20 PM,15/May/26 7:14 PM,15/May/26 7:15 PM,,,0,"tocar temas como alcanses, requerimientos y relevamientos ",,,,,,,,,,,,,,,,,0|i000x1:,Tablero Sprint 6,,,,,,,,,,In Progress,14/Apr/26 2:11 PM
Implementar flujo de selección institucional y validación por Administrador,IN-150,10290,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,31/Mar/26 2:04 PM,04/Apr/26 3:44 PM,06/Apr/26 12:44 AM,,,0,"* *Como* Profesional,
* *Quiero* seleccionar la institución a la que pertenezco durante mi registro,
* *Para* que los responsables de dicha entidad puedan verificar mi identidad y otorgarme el alta definitiva.
* *Como* Administrador de Institución,
* *Quiero* visualizar una lista de solicitudes de registro *Pending* (pendientes),
* *Para* validar los datos del profesional y activar su acceso al sistema o rechazar la solicitud si los datos son incorrectos.",,,,,,,,,,,,,,,,,0|i000xj:,Tablero Sprint 6,,,7ad14c0b-777d-4448-bc69-53c5e2cc4aad,Tesis,,,,,,In Progress,31/Mar/26 2:11 PM
Implementar flujo de auto-registro (Sign-up) para el rol Profesional,IN-149,10289,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,31/Mar/26 2:02 PM,04/Apr/26 3:44 PM,06/Apr/26 12:44 AM,,,0,"*como* Profesional, *Quiero* poder registrarme en la plataforma creando mis propias credenciales de acceso",,,,,,,,,,,,,,,,,0|i000wz:,Tablero Sprint 6,,,,,,,,,,In Progress,03/Apr/26 1:48 AM
Implementar permiso de agrupación del núcleo familiar para el rol Profesional,IN-148,10288,Story,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,Sacha Del Barrio,712020:7c75e354-30b3-44b2-8e1e-0cd0516541b1,31/Mar/26 1:57 PM,05/Apr/26 5:32 AM,04/Apr/26 5:06 PM,,,0,*como Profecional Quiero* tener los permisos necesarios para vincular y agrupar los perfiles de los familiares de un paciente,,,,,,,,,,,,,,,,,0|i000x3:,Tablero Sprint 6,,,,,,,,,,In Progress,05/Apr/26 5:32 AM
Migrar .net 8 a .net 10,IN-147,10255,Task,For Review,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,30/Mar/26 10:08 AM,05/Apr/26 9:20 PM,06/Apr/26 12:42 AM,,,0,,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000wv:,Tablero Sprint 6,,,,,,,,,,In Progress,03/Apr/26 1:48 AM
Notificaciones automaticas de eventos del sistema,IN-145,10189,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,27/Mar/26 9:04 PM,,,0,Mensajeria y Portal Familiar,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000wn:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Marcado automatico como leido al abrir,IN-144,10188,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,27/Mar/26 9:04 PM,,,0,Mensajeria y Portal Familiar,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000wf:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Indicador de mensajes no leidos en sidebar,IN-143,10187,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,27/Mar/26 9:04 PM,,,0,Mensajeria y Portal Familiar,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000w7:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Hilos de conversacion (respuestas),IN-142,10186,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Mensajeria y Portal Familiar,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000vz:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Envio de mensajes con asunto y contenido,IN-141,10185,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Mensajeria y Portal Familiar,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000vr:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Bandeja de entrada de mensajes,IN-140,10184,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Mensajeria y Portal Familiar,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000vj:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
Exportacion de reporte a PDF,IN-139,10183,Story,Backlog,IN,Proyecto InclusiON,software,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,,Medium,,,,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,Mirko Ivo Wlk,5f5ac84710d187006f3f2792,26/Mar/26 2:08 AM,26/Mar/26 2:08 AM,,,,0,Motor Adaptativo (MDA) y Reportes,,Mirko Ivo Wlk,,5f5ac84710d187006f3f2792,,,,,,,,,,,,,0|i000vb:,,,,,,,,,,,To Do,26/Mar/26 2:08 AM
